"lon_x" "lat_y" "beech" "oak" "ndvi" "ts_ndbi_max" "ts_ndbi_min" "ts_ndbi_avg" "ts_ndbi_stdev" "ts_ndbi_mean" "ts_mndvi_max" "ts_mndvi_min" "ts_mndvi_avg" "ts_mndvi_stdev" "ts_mndvi_mean" "ts_ndvi_max" "ts_ndvi_min" "ts_ndvi_avg" "ts_ndvi_stdev" "ts_ndvi_mean" "ts_nd57_max" "ts_nd57_min" "ts_nd57_avg" "ts_nd57_stdev" "ts_nd57_mean" "ts_nd42_max" "ts_nd42_min" "ts_nd42_avg" "ts_nd42_stdev" "ts_nd42_mean" "ts_nd32_max" "ts_nd32_min" "ts_nd32_avg" "ts_nd32_stdev" "ts_nd32_mean" "lidar_averg" "lidar_max" "lidar_min" "sub_basin" "height"
"1" 10.5484005208152 49.9182407632176 112 0 0.8653 -0.57823920249939 -0.885366201400757 -0.743325054645538 0.102420069277287 0.0787645950913429 0.832420349121094 0.490507185459137 0.596503615379333 0.0935033410787582 0.108237117528915 0.708125710487366 0.114639863371849 0.453879565000534 0.226515710353851 0.195030108094215 0.782907843589783 0.656711041927338 0.728555917739868 0.0481978170573711 0.0412291884422302 -0.245646730065346 -0.524149358272552 -0.392719477415085 0.0878492593765259 0.0856612250208855 -0.110326334834099 -0.292816430330276 -0.179356411099434 0.0414414256811142 0.0388609431684017 32.6 84 6 "basin_3" 34
"2" 10.5511119120041 49.9183735626624 143.2 34.8 0.6133 -0.579722106456757 -0.842880010604858 -0.732757449150085 0.0972305461764336 0.0713980495929718 0.713376939296722 0.487823247909546 0.583525776863098 0.0660418048501015 0.0835037976503372 0.695627689361572 0.154908239841461 0.44625648856163 0.223591580986977 0.19182388484478 0.771494388580322 0.655512392520905 0.718237459659576 0.0444461591541767 0.0366987250745296 -0.256910413503647 -0.472469180822372 -0.371207147836685 0.0771688297390938 0.0695056989789009 -0.127276763319969 -0.277514338493347 -0.164916276931763 0.037848386913538 0.032548114657402 45 107 6 "basin_4" 32
"3" 10.5651519404305 49.9182513711445 42 11.2 0.8569 -0.595455825328827 -0.89343124628067 -0.747122943401337 0.0983135178685188 0.0745376273989677 0.881924390792847 0.493859976530075 0.60397332906723 0.103660613298416 0.0664142817258835 0.732734739780426 0.159309774637222 0.434878796339035 0.221930533647537 0.217223420739174 0.77759313583374 0.638961911201477 0.720941603183746 0.0519736744463444 0.0430636778473854 -0.242927491664886 -0.530472099781036 -0.383034229278564 0.0876255482435226 0.0796826779842377 -0.116702109575272 -0.254272818565369 -0.178999021649361 0.0387321040034294 0.0400775857269764 25.8 83 6 "basin_2" 24
"4" 10.5619943212677 49.9190754124323 12.9 82 0.7195 -0.570611178874969 -0.883350729942322 -0.744838535785675 0.110830336809158 0.0899185314774513 0.841165244579315 0.486284255981445 0.58331972360611 0.0900765880942345 0.0700844973325729 0.75211364030838 0.166910156607628 0.465215712785721 0.242444664239883 0.237160295248032 0.794056951999664 0.652506709098816 0.734651744365692 0.0569029599428177 0.046124741435051 -0.214845195412636 -0.524331867694855 -0.378292590379715 0.110980100929737 0.0994932875037193 -0.0810856223106384 -0.260369211435318 -0.170375853776932 0.0432907715439796 0.0381532274186611 27.9 102 6 "basin_5" 21
"5" 10.5678102606189 49.9192372732663 33.6 0 0.8667 -0.552217364311218 -0.886130690574646 -0.721922218799591 0.108743965625763 0.0926269367337227 0.864973187446594 0.483391255140305 0.582825899124146 0.111161261796951 0.0828001573681831 0.730081915855408 0.175182297825813 0.41449162364006 0.232324823737144 0.245332986116409 0.771315395832062 0.645417809486389 0.714528501033783 0.0524537265300751 0.0484297908842564 -0.228044539690018 -0.535004079341888 -0.374153912067413 0.102613687515259 0.10701372474432 -0.087699718773365 -0.266609519720078 -0.171840563416481 0.053902231156826 0.0592488721013069 18.3 54 4 "basin_2" 27
"6" 10.5651542872615 49.9200496107366 12.3 0 0.8346 -0.563689827919006 -0.819618880748749 -0.723473906517029 0.093687504529953 0.0790340006351471 0.752054154872894 0.524001598358154 0.580230534076691 0.0661012455821037 0.0434064343571663 0.719410419464111 0.154778391122818 0.438588172197342 0.2381192445755 0.203015863895416 0.77409166097641 0.645310401916504 0.71413916349411 0.0512486137449741 0.0465363003313541 -0.272211849689484 -0.488514184951782 -0.388552606105804 0.0737353786826134 0.0746677443385124 -0.113703787326813 -0.266478449106216 -0.169615045189857 0.0422452129423618 0.0430925711989403 53.6 195 6 "basin_2" 25
"7" 10.5596702074793 49.9208987360536 2.8 0 0.2334 -0.625259160995483 -0.837026178836823 -0.748419225215912 0.0801768451929092 0.0671860575675964 0.760669231414795 0.510821580886841 0.596695423126221 0.0673224702477455 0.0660256817936897 0.728817641735077 0.0831375047564507 0.458603739738464 0.246082216501236 0.225878670811653 0.775469243526459 0.66008847951889 0.726176500320435 0.0476234182715416 0.0389133878052235 -0.27984893321991 -0.488534569740295 -0.397958934307098 0.0731138959527016 0.0683775022625923 -0.117337420582771 -0.278813511133194 -0.176297843456268 0.0414275862276554 0.0386177599430084 27.9 77 6 "basin_5" 13
"8" 10.5620913215958 49.9209647360948 14.9 207 0.7366 -0.614623188972473 -0.877297401428223 -0.763582825660706 0.0906172096729279 0.0688702538609505 0.867042124271393 0.581962764263153 0.669637680053711 0.0943743661046028 0.0986300334334373 0.713190972805023 -0.170516029000282 0.394417345523834 0.29455155134201 0.29114431142807 0.788419723510742 0.65912914276123 0.732159793376923 0.0488958805799484 0.0471232943236828 -0.333771824836731 -0.517500758171082 -0.43739178776741 0.0646731331944466 0.0557833388447762 -0.144803926348686 -0.304798901081085 -0.203922137618065 0.0442364625632763 0.0390281155705452 32.1 79 5 "basin_5" 27
"9" 10.5677859290744 49.9209992185949 13.2 70 0.8705 -0.575181305408478 -0.825309276580811 -0.72361558675766 0.0967981815338135 0.0754642859101295 0.712759137153625 0.459196031093597 0.552864789962769 0.0741597414016724 0.0484983809292316 0.731964468955994 0.20183265209198 0.451369822025299 0.233637019991875 0.204475685954094 0.770551025867462 0.654116570949554 0.717025876045227 0.0488362237811089 0.0446127355098724 -0.218861818313599 -0.481191337108612 -0.365229368209839 0.0984704121947289 0.106397233903408 -0.100193738937378 -0.25674831867218 -0.167085185647011 0.0423914603888988 0.0455198027193546 50.2 110 6 "basin_2" 12
"10" 10.5705154436464 49.9209969214166 1.3 0 0.8758 -0.678535580635071 -0.846080303192139 -0.79632979631424 0.0457937084138393 0.0452071577310562 0.787773072719574 0.599315524101257 0.697994709014893 0.0552581064403057 0.0655831173062325 0.677939116954803 0.202202126383781 0.43902987241745 0.167982816696167 0.175048530101776 0.769911527633667 0.680279016494751 0.728169977664948 0.0340934097766876 0.0352543704211712 -0.350967019796371 -0.490458637475967 -0.441720277070999 0.0363241657614708 0.0410604476928711 -0.166716665029526 -0.288893312215805 -0.208148896694183 0.0355629734694958 0.0340652093291283 26.9 85 6 "basin_2" 18
